candidateName,candidateParty,candidateVotes,seat,seatName
Makhdoomzada Syed Basit Ahmed Sultan,Independent,1345,NA-184,Muzaffargarh-IV
Malik Ahmed Kareem Qaswer Langrial,Independent,41673,NA-184,Muzaffargarh-IV
Malik Anayat Ullah Khokhar,Amun Taraqqi Party,1790,NA-184,Muzaffargarh-IV
Muhammad Aown Hameed,Independent,874,NA-184,Muzaffargarh-IV
Muhammad Ghayour,Independent,853,NA-184,Muzaffargarh-IV
Muhammad Shahid,Muttahida Majlis-e-Amal Pakistan,1683,NA-184,Muzaffargarh-IV
Nawabzada Iftakhar Ahmed Khan Babar,Pakistan Peoples Party Parliamentarians,54778,NA-184,Muzaffargarh-IV
Nawabzada Mansoor Ahmed Khan,Independent,392,NA-184,Muzaffargarh-IV
Syed Haroon Ahmed Sultan,Pakistan Muslim League (N),5730,NA-184,Muzaffargarh-IV
Syeda Zahra Basit Bukhari,Pakistan Tehreek-e-Insaf,34929,NA-184,Muzaffargarh-IV
Makhdom Zada Sayed Basit Ahmad Sultan,Independent,94282,NA-185,Muzaffargarh-V
Syeda Zahra Basit Bukhari,Independent,3839,NA-185,Muzaffargarh-V
Muhammad Zafar Ullah Khan Laghari,Independent,396,NA-185,Muzaffargarh-V
Muhammad Mazzam Ali Khan,Pakistan Tehreek-e-Insaf,72822,NA-185,Muzaffargarh-V
Azra Perveen,Independent,1525,NA-185,Muzaffargarh-V
Jamshaid Ahmad,Pakistan Awami Raj,9313,NA-185,Muzaffargarh-V
Rao Atif Ali Khan,Independent,5574,NA-185,Muzaffargarh-V
Muhamamd Masood Saeedi,Tehreek-e-Labbaik Pakistan,8280,NA-185,Muzaffargarh-V
Aamir Talal Khan,Pakistan Tehreek-e-Insaf,62915,NA-186,Muzaffargarh-VI
Ghous Bakhsh Fareedi,Jamiat Ulama-e-Pakistan  (Noorani),1500,NA-186,Muzaffargarh-VI
Muhammad Dawood Khan,Pakistan Peoples Party Parliamentarians,52790,NA-186,Muzaffargarh-VI
Muhammad Shafi Khan,Tehreek-e-Labbaik Pakistan,9619,NA-186,Muzaffargarh-VI
Sardar Khizir Hayat,Independent,44438,NA-186,Muzaffargarh-VI
Syed Haroon Ahmed Sultan,Pakistan Muslim League (N),19278,NA-186,Muzaffargarh-VI
Abdul Majeed Khan,Pakistan Tehreek-e-Insaf,93903,NA-187,Layyah-I
Abdul Raoof,Independent,1384,NA-187,Layyah-I
Altaf Hussain,Pakistan Peoples Party Parliamentarians,20243,NA-187,Layyah-I
Hassan Ameer,Independent,2865,NA-187,Layyah-I
Mahboob ul Hassan,Independent,829,NA-187,Layyah-I
Qazi Shah Mardan Alvi,Pakistan Awami Raj,467,NA-187,Layyah-I
Sahibzada Faiz ul Hassan,Pakistan Muslim League (N),64344,NA-187,Layyah-I
Sardar Bahadur Ahmed Khan,Independent,88225,NA-187,Layyah-I
Syed Zafar Hussain Gilani,Tehreek-e-Labbaik Pakistan,7425,NA-187,Layyah-I
Syed Zulqarnain Sabir,All Pakistan Muslim League,1087,NA-187,Layyah-I
Atiq Ur Rahman Mirani,Tehreek-e-Labbaik Pakistan,6217,NA-188,Layyah-II
Ghulam Abbas,Independent,916,NA-188,Layyah-II
Ishfaq Ahmed,Independent,14236,NA-188,Layyah-II
Kalsoom Khaliq,Independent,551,NA-188,Layyah-II
Muhammad Bilal,Muttahida Majlis-e-Amal Pakistan,2096,NA-188,Layyah-II
Muhammad Farrukh Cheema,All Pakistan Muslim League,875,NA-188,Layyah-II
Muhammad Ramzan,Pakistan Peoples Party Parliamentarians,37491,NA-188,Layyah-II
Niaz Ahmed,Pakistan Tehreek-e-Insaf,109420,NA-188,Layyah-II
Sajjad Ahmed,Independent,1974,NA-188,Layyah-II
Sobia Ramzan,Independent,2698,NA-188,Layyah-II
Syed Muhammad Saqlain Bukhari,Pakistan Muslim League (N),102943,NA-188,Layyah-II
Hafeez Ur Rehman Baloch,All Pakistan Muslim League,2221,NA-189,Dera Ghazi Khan-I
Khawja Mudassar Mehmood,Muttahida Majlis-e-Amal Pakistan,15160,NA-189,Dera Ghazi Khan-I
Khawja Sheraz Mehmood,Pakistan Tehreek-e-Insaf,78596,NA-189,Dera Ghazi Khan-I
Sardar Confcius Imam Qaisrani,Independent,1742,NA-189,Dera Ghazi Khan-I
Jamshaid Ahmed,Pakistan Awami Raj,8392,NA-189,Dera Ghazi Khan-I
Abdul Rauf,National Party,297,NA-189,Dera Ghazi Khan-I
Muhammad Iqbal,Independent,3077,NA-189,Dera Ghazi Khan-I
Sardar Meer Badshah Khan Qaisrani,Independent,39522,NA-189,Dera Ghazi Khan-I
Ameer Muhammad Zulqernain,Independent,179,NA-189,Dera Ghazi Khan-I
Muhammad Arif Aslam,Independent,709,NA-189,Dera Ghazi Khan-I
Mushtaq Ahmed Mundrani,Tehreek-e-Labbaik Pakistan,2957,NA-189,Dera Ghazi Khan-I
Shamoona Ambreen,Pakistan Muslim League (N),520,NA-189,Dera Ghazi Khan-I
Zafar Iqbal,Independent,505,NA-189,Dera Ghazi Khan-I
Khawaja Attaullah Khan,Pakistan Peoples Party Parliamentarians,11927,NA-189,Dera Ghazi Khan-I
Sooba Khan,Independent,248,NA-189,Dera Ghazi Khan-I
Rashida Naseem,Aam Admi Tehreek Pakistan,828,NA-189,Dera Ghazi Khan-I
Ashfaq Sarwar Dasti,Independent,1104,NA-190,Dera Ghazi Khan-II
GHULAM MUSTAFA LASHARI,Tehreek-e-Labbaik Pakistan,6343,NA-190,Dera Ghazi Khan-II
MUHAMMAD AMJAD FAROOQ KHAN KHOSA,Independent,72159,NA-190,Dera Ghazi Khan-II
SARDAR MUHAMMAD IRFAN ULLAH KHOSA,Pakistan Peoples Party Parliamentarians,6196,NA-190,Dera Ghazi Khan-II
SARDAR ZULFIQAR ALI KHAN KHOSA,Pakistan Tehreek-e-Insaf,71964,NA-190,Dera Ghazi Khan-II
SARDAR DOST MUHAMMAD KHAN KHOSA,Independent,31697,NA-191,Dera Ghazi Khan-III
Javed Iqbal,Independent,109,NA-191,Dera Ghazi Khan-III
Izhar ul haq qureshi siddiqui,Muttahida Qaumi Movement Pakistan,169,NA-191,Dera Ghazi Khan-III
Muhammad Naeem,Pakistan Sunni Tehreek,753,NA-191,Dera Ghazi Khan-III
Zartaj Gul,Pakistan Tehreek-e-Insaf,79817,NA-191,Dera Ghazi Khan-III
Muhammad ali Faisal,All Pakistan Muslim League (jinnah),542,NA-191,Dera Ghazi Khan-III
Tanveer Ahmed,Independent,274,NA-191,Dera Ghazi Khan-III
Ahmed Bakhsh,Allah-o-Akbar Tehreek,464,NA-191,Dera Ghazi Khan-III
Abdul Rehman So Mian Muhammad Akbar Bodla,Tehreek-e-Labbaik Pakistan,3664,NA-191,Dera Ghazi Khan-III
Abdul Rehman So Haji Muhammad,Independent,5713,NA-191,Dera Ghazi Khan-III
Parveen Akhtar,Pakistan Peoples Party Parliamentarians,7961,NA-191,Dera Ghazi Khan-III
Khaleel Ahmad,Independent,161,NA-191,Dera Ghazi Khan-III
Sardar Awais Ahmed Khan Leghari,Pakistan Muslim League (N),54548,NA-191,Dera Ghazi Khan-III
AHMAD BAKHSH,Allah-o-Akbar Tehreek,604,NA-192,Dera Ghazi Khan-IV
MAKHDOOM SYED EJAZ HUSSAIN NAQVI,Pakistan Justice & Democratic Party,536,NA-192,Dera Ghazi Khan-IV
Mian Muhammad Shehbaz Sharif,Pakistan Muslim League (N),67608,NA-192,Dera Ghazi Khan-IV
SARDAR MUHAMMAD IRFAN ULLAH KHOSA,Pakistan Peoples Party Parliamentarians,6600,NA-192,Dera Ghazi Khan-IV
Sirdar Muhammad Khan Laghari,Pakistan Tehreek-e-Insaf,80522,NA-192,Dera Ghazi Khan-IV
SYED MUNIR HUSSAIN,Tehreek-e-Labbaik Pakistan,4490,NA-192,Dera Ghazi Khan-IV
ADEEL HASSAN KHAN GURCHANI,Independent,1357,NA-193,Rajanpur-I
SARDAR ALI RAZA KHAN DARISHAK,Independent,560,NA-193,Rajanpur-I
SARDAR MUHAMMAD JAFFAR KHAN LEGHARI,Pakistan Tehreek-e-Insaf,81149,NA-193,Rajanpur-I
MUHAMMAD MOHSIN LEGHARI,Independent,4110,NA-193,Rajanpur-I
SHAZIA ABID,Pakistan Peoples Party Parliamentarians,27710,NA-193,Rajanpur-I
SHAFQAT ULLAH,Pakistan Awami Raj,588,NA-193,Rajanpur-I
SARDAR SHER ALI GURCHANI,Independent,46693,NA-193,Rajanpur-I
SHER ZAMAN,Independent,2435,NA-193,Rajanpur-I
ALI AHMAD KHAN LEGHARI,Independent,1401,NA-193,Rajanpur-I
ATHAR HASSAN KHAN GURCHANI,Independent,503,NA-193,Rajanpur-I
ABDUL MOHSIN,Muttahida Majlis-e-Amal Pakistan,2846,NA-194,Rajanpur-II
AMAN ULLAH QURAISHI,Independent,1331,NA-194,Rajanpur-II
Hafeez Ur Rehman Khan Dreshak,Independent,64565,NA-194,Rajanpur-II
KALEEM UD DEEN ZIA,Pakistan Peoples Party Parliamentarians,11670,NA-194,Rajanpur-II
KHAWAJA GHULAM FAREED KOREJA,Independent,3936,NA-194,Rajanpur-II
RUQYIA BIBI,Independent,11067,NA-194,Rajanpur-II
SARDAR ALI RAZA KHAN DRESHAK,Independent,185,NA-194,Rajanpur-II
SARDAR HASNAIN BAHADUR,Independent,210,NA-194,Rajanpur-II
SARDAR MUHAMMAD YOUSAF DRESHAK,Independent,489,NA-194,Rajanpur-II
SARDAR NASRULLAH KHAN DRESHAK,Pakistan Tehreek-e-Insaf,73225,NA-194,Rajanpur-II
SARDAR PERVAIZ IQBAL GOURCHANI,Independent,1529,NA-194,Rajanpur-II
SARDAR ZULFIQAR KHAN DRESHAK,Independent,1163,NA-194,Rajanpur-II
SOHAIL ANWAR,Tehreek-e-Labbaik Pakistan,1369,NA-194,Rajanpur-II
Athar Ali Mazari,Independent,382,NA-195,Rajanpur-III
Ghulam Muhayu Din Alias Shabab,Independent,1696,NA-195,Rajanpur-III
KHAWAJA GHULAM FAREED KOREJA,Independent,3977,NA-195,Rajanpur-III
Khizar Hussain Mazari,Pakistan Muslim League (N),68872,NA-195,Rajanpur-III
Sami Ud Din Mazari,Independent,1021,NA-195,Rajanpur-III
Sardar Riaz Mehmood Khan Mazari,Pakistan Tehreek-e-Insaf,89796,NA-195,Rajanpur-III
Shamsher Ali Mazari,Independent,1797,NA-195,Rajanpur-III
Abdul Ghani AG Ansari,Muttahida Majlis-e-Amal Pakistan,12739,NA-196,Jacobabad
Abdul Wahid,Pakistan Rah-e-Haq Party,295,NA-196,Jacobabad
Aijaz Hussain Jakhrani,Pakistan Peoples Party Parliamentarians,86876,NA-196,Jacobabad
Fahad Khan,Independent,3870,NA-196,Jacobabad
Khalid Nawaz Jakhrani,Independent,295,NA-196,Jacobabad
Maula Bukhsh Soomro,Independent,292,NA-196,Jacobabad
Muhammad Mian Soomro,Pakistan Tehreek-e-Insaf,92274,NA-196,Jacobabad
Nawab Ali,Independent,845,NA-196,Jacobabad
Shafiq Ahmad Khoso,Independent,3963,NA-196,Jacobabad
Sharif Khan,Independent,1150,NA-196,Jacobabad
Zaheer Ahmed,Pak Sarzameen Party,467,NA-196,Jacobabad
Rab Nawaz,Independent,3935,NA-197,Kashmore
Abdul Ghani Bijarani,Grand Democratic Alliance,2362,NA-197,Kashmore
Fatah Din Khan,Independent,197,NA-197,Kashmore
Muhammad Bux,Independent,1180,NA-197,Kashmore
Faique Ali,Majlis-e-Wahdat-e-Muslimeen Pakistan,1522,NA-197,Kashmore
Shoaib Khan Khoso,Independent,236,NA-197,Kashmore
Raj Kumar,Independent,200,NA-197,Kashmore
Shamsher Ali Mazari,Muttahida Majlis-e-Amal Pakistan,47326,NA-197,Kashmore
Umed Ali,Independent,178,NA-197,Kashmore
Mir Irfan Ali Khan Bijarani,Independent,336,NA-197,Kashmore
Abdul Azziz Samejo,Independent,2484,NA-197,Kashmore
Ehsan ur Rehman Mazari,Pakistan Peoples Party Parliamentarians,84742,NA-197,Kashmore
Khadim Hussain,Independent,254,NA-197,Kashmore
Mir Ghalib Hussain Khan,Independent,610,NA-197,Kashmore
Zulfiqar Ali Khan,Independent,267,NA-197,Kashmore
Mir Salman Khan Bijarani,Independent,3314,NA-197,Kashmore
Mohammad Ali,Independent,342,NA-197,Kashmore
Nareesh Kumar,Independent,412,NA-197,Kashmore
Nazar Ali Khan,Independent,96,NA-197,Kashmore
Abdul Bari,Independent,1187,NA-198,Shikarpur-I
Abdullah Pahore,Muttahida Majlis-e-Amal Pakistan,26853,NA-198,Shikarpur-I
Abid Hussain Bhayo,Pakistan Peoples Party Parliamentarians,64187,NA-198,Shikarpur-I
Abid Hussain Jatoi,Independent,565,NA-198,Shikarpur-I
Aftab Ahmed Soomro,Pakistan Tehreek-e-Insaf,3185,NA-198,Shikarpur-I
Akbar Khan,Independent,227,NA-198,Shikarpur-I
Ameer Ali Jatoi,Independent,404,NA-198,Shikarpur-I
Irfan Ahmed Khan Jatoi,Independent,1765,NA-198,Shikarpur-I
Muhammad Ibrahim Jatoi,Independent,44829,NA-198,Shikarpur-I
Naeem Ahmad Khan Jatoi,Independent,851,NA-198,Shikarpur-I
Syed Momin Ali Shah,Independent,240,NA-198,Shikarpur-I
Wahid Bux Bhaya,Independent,626,NA-198,Shikarpur-I
Zohaib Jatoi,Independent,862,NA-198,Shikarpur-I
Ghous Bux Khan Mahar,Grand Democratic Alliance,62785,NA-199,Shikarpur-II
Bakhshan Khan Mahar,Independent,937,NA-199,Shikarpur-II
Muhammad Arif Khan Mahar,Independent,190,NA-199,Shikarpur-II
Abdullah,Muttahida Majlis-e-Amal Pakistan,16663,NA-199,Shikarpur-II
Zulfiqar Ali Kamario,Pakistan Peoples Party Parliamentarians,55987,NA-199,Shikarpur-II
Najaf Ali Khan Kamario,Independent,474,NA-199,Shikarpur-II
Inayat Ali Umrani,Pakistan Peoples Party (Shaheed Bhutto),1652,NA-200,Larkana-I
Ghulam Murtaza Son of Shah Muhammad Soomro,Independent,256,NA-200,Larkana-I
ali nawaz kunbhar,Pakistan Sunni Tehreek,454,NA-200,Larkana-I
Halima Bhutto,Pakistan Tehreek-e-Insaf,8661,NA-200,Larkana-I
Azizullah Bhutto,Independent,211,NA-200,Larkana-I
Khair Muhammad,Independent,1148,NA-200,Larkana-I
Bashir Ahmed,Independent,206,NA-200,Larkana-I
Muhabat Ali,Independent,171,NA-200,Larkana-I
Tarique Hussain Son of Aijaz Ali Soomro,Independent,462,NA-200,Larkana-I
Abid Hussain,Independent,405,NA-200,Larkana-I
Rashid Mehmood Soomro,Muttahida Majlis-e-Amal Pakistan,50200,NA-200,Larkana-I
Bilawal Bhutto Zardari,Pakistan Peoples Party Parliamentarians,84426,NA-200,Larkana-I
Mehboob Ali,Pak Sarzameen Party,106,NA-200,Larkana-I
Tarique Hussain son of Piyaro Khan Dakhan Soomro,Independent,172,NA-200,Larkana-I
Mushtaque Hussain Buriro,Independent,378,NA-200,Larkana-I
Gul Hassan,Independent,2218,NA-200,Larkana-I
Ghulam Murtaza son of Muhammad Ismail,Independent,1012,NA-200,Larkana-I
Zaheer Khan,Independent,269,NA-200,Larkana-I
Allah Bux Unar,Grand Democratic Alliance,69111,NA-201,Larkana-II
Nazir Ahmed Bughio,Independent,204,NA-201,Larkana-II
Qurat ul Ain,Pakistan Tehreek-e-Insaf,10305,NA-201,Larkana-II
Khursheed Ahmed Junejo,Pakistan Peoples Party Parliamentarians,97051,NA-201,Larkana-II
Ghulam Murtaza Shah,Independent,301,NA-201,Larkana-II
Shafqat Hussain Unar,Independent,512,NA-201,Larkana-II
Muhammad Ali Bughio,Independent,191,NA-201,Larkana-II
Saifullah Abro,Independent,5455,NA-201,Larkana-II
Aftab Shahban Mirani,Pakistan Peoples Party Parliamentarians,72159,NA-202,Kamber Shahdadkot-I
Akhtar Hussain Shaikh,Independent,2269,NA-202,Kamber Shahdadkot-I
Ayaz Hussain,Independent,304,NA-202,Kamber Shahdadkot-I
Liaqat Ali,Independent,476,NA-202,Kamber Shahdadkot-I
Mir Imran Ali,Independent,1092,NA-202,Kamber Shahdadkot-I
Musarrat Shah,Pakistan Tehreek-e-Insaf,9631,NA-202,Kamber Shahdadkot-I
Muzafar Ali Brohi,Independent,440,NA-202,Kamber Shahdadkot-I
Nasir Mahmood,Muttahida Majlis-e-Amal Pakistan,36046,NA-202,Kamber Shahdadkot-I
Nazeer Hussain Magsi,Independent,954,NA-202,Kamber Shahdadkot-I
Rabb Nawaz Tunio,Independent,1282,NA-202,Kamber Shahdadkot-I
Saifullah Abro,Independent,106,NA-202,Kamber Shahdadkot-I
Sarfaraz Ahmed,Pakistan Peoples Party (Shaheed Bhutto),794,NA-202,Kamber Shahdadkot-I
Sultan Ahmed Khan Khuhawar,Independent,2328,NA-202,Kamber Shahdadkot-I
Abdul Manan Chandio,Independent,306,NA-203,Kamber Shahdadkot-II
Faiz Muhammad,Grand Democratic Alliance,6854,NA-203,Kamber Shahdadkot-II
Ghulam Murtaza Shah,Independent,161,NA-203,Kamber Shahdadkot-II
Mir Amer Ali Khan Magsi,Pakistan Peoples Party Parliamentarians,80026,NA-203,Kamber Shahdadkot-II
Muhammad Hussam,Independent,283,NA-203,Kamber Shahdadkot-II
Muhib Ali Phulpoto,Sindh United Party,302,NA-203,Kamber Shahdadkot-II
Nawabuddin,Pakistan Peoples Party (Shaheed Bhutto),2555,NA-203,Kamber Shahdadkot-II
Nawabzada Rehan Chandio,Independent,245,NA-203,Kamber Shahdadkot-II
Saifullah Abro,Independent,195,NA-203,Kamber Shahdadkot-II
Sakhawat Ali,Pakistan Tehreek-e-Insaf,12982,NA-203,Kamber Shahdadkot-II
Zulifqar Ali,Awami Workers Party,1418,NA-203,Kamber Shahdadkot-II
Abdul Haque alias Mian Mitha,Independent,91739,NA-204,Ghotki-I
ABDUL WAHAB,Pakistan Justice & Democratic Party,555,NA-204,Ghotki-I
Hallar Khan Pittafi,Independent,438,NA-204,Ghotki-I
Jam Wasim Ahmed,Independent,414,NA-204,Ghotki-I
Khalid Ahmed Khan Lund,Pakistan Peoples Party Parliamentarians,99878,NA-204,Ghotki-I
Lutfullah,Pakistan Rah-e-Haq Party,155,NA-204,Ghotki-I
Mian Rafique Ahmed,Independent,1350,NA-204,Ghotki-I
Mohammad Yousif,Muttahida Majlis-e-Amal Pakistan,7406,NA-204,Ghotki-I
Muhammad Ishaq Laghari,Independent,1118,NA-204,Ghotki-I
Shahbaz Ahmed Khan Lund,Independent,1016,NA-204,Ghotki-I
Ghulam Ali Abbas,Independent,1430,NA-205,Ghotki-II
Mir Iftikhar Ahmed Khan Lund,Independent,1058,NA-205,Ghotki-II
Abdul Razzaque,Independent,2255,NA-205,Ghotki-II
Abdul Qayoom,Muttahida Majlis-e-Amal Pakistan,36956,NA-205,Ghotki-II
Ali Muhammad Khan Mahar,Independent,71943,NA-205,Ghotki-II
Ikramullah Khan,Independent,679,NA-205,Ghotki-II
Jam Asif Razzak Khan,Independent,906,NA-205,Ghotki-II
Ali Nawaz Khan Mahar,Independent,562,NA-205,Ghotki-II
Ahsanullah,Pakistan Peoples Party Parliamentarians,41843,NA-205,Ghotki-II
Abdul Jabbar,Pakistan Rah-e-Haq Party,2383,NA-206,Sukkur-I
Aftab Hussain Soomro,Independent,25,NA-206,Sukkur-I
Ali Gohar Khan Indhar,Independent,450,NA-206,Sukkur-I
Amanullah,Independent,93,NA-206,Sukkur-I
Ghulam Mujtaba,All Pakistan Muslim League,200,NA-206,Sukkur-I
Habib Ullah Siddique,Independent,138,NA-206,Sukkur-I
Jamal Abdul Nasir,Independent,141,NA-206,Sukkur-I
Manzoor Hussain Shar,Independent,41,NA-206,Sukkur-I
Muhammad Hayat,Independent,92,NA-206,Sukkur-I
Muhammad Saleh Indhar,Muttahida Majlis-e-Amal Pakistan,14161,NA-206,Sukkur-I
Naheed Begum,Pak Sarzameen Party,77,NA-206,Sukkur-I
Nek Muhammad,Independent,1084,NA-206,Sukkur-I
Nusrat Bano,Independent,68,NA-206,Sukkur-I
Syed Farukh Ahmed Shah,Independent,219,NA-206,Sukkur-I
Syed Khursheed Ahmed Shah,Pakistan Peoples Party Parliamentarians,84726,NA-206,Sukkur-I
Syed Kumail Hyder Shah,Independent,81,NA-206,Sukkur-I
Syed Tahir Hussain Shah,Pakistan Tehreek-e-Insaf,58805,NA-206,Sukkur-I
GHULAM MURTAZA,Muttahida Qaumi Movement Pakistan,1623,NA-207,Sukkur-II
NAUMAN ISLAM SHAIKH,Pakistan Peoples Party Parliamentarians,69379,NA-207,Sukkur-II
HAZOOR BUX,Independent,1495,NA-207,Sukkur-II
WAZIR ALI,Tabdeeli Pasand Party Pakistan,2329,NA-207,Sukkur-II
ZIAUDDIN BHATTI,Awami Workers Party,157,NA-207,Sukkur-II
RASHEED AHMED SHAH,Pakistan Rah-e-Haq Party,116,NA-207,Sukkur-II
WAZIR ALI JATOI,Independent,115,NA-207,Sukkur-II
Hafiz Muhammad Zaman,Independent,46,NA-207,Sukkur-II
AMEER BUX ALIAS MEER,Independent,118,NA-207,Sukkur-II
SYED ALI RAZA SHAH,Independent,433,NA-207,Sukkur-II
SHAISTA,Independent,175,NA-207,Sukkur-II
DIDAR ALI,Independent,2383,NA-207,Sukkur-II
AMANULLAH KHOSO,Independent,1293,NA-207,Sukkur-II
MUHAMMAD AMIR SHAIKH,Independent,867,NA-207,Sukkur-II
MUHAMMAD TAHIR,Pakistan Muslim League (N),2510,NA-207,Sukkur-II
KHUDA DINO SANGI,Independent,52,NA-207,Sukkur-II
SAOOD AFZAL,Independent,78,NA-207,Sukkur-II
MUBEEN AHMED,Pakistan Tehreek-e-Insaf,60089,NA-207,Sukkur-II
AKBAR ALI,Independent,66,NA-207,Sukkur-II
SOHAIL NIAZ KHOSO,Pak Sarzameen Party,187,NA-207,Sukkur-II
KHURSHID AFGHAN,Independent,80,NA-207,Sukkur-II
SYED MOHAMMAD AYOUB,Muttahida Majlis-e-Amal Pakistan,20400,NA-207,Sukkur-II
MUHAMMAD MURAD,Independent,1580,NA-207,Sukkur-II
NAVEED ALI,Independent,283,NA-207,Sukkur-II
GOHAR ALI KHOSO,Independent,768,NA-207,Sukkur-II
Asadullah,Independent,3977,NA-208,Khairpur-I
Mir Muhammad Hanjrah,Muttahida Majlis-e-Amal Pakistan,954,NA-208,Khairpur-I
Nafisa Shah,Pakistan Peoples Party Parliamentarians,107847,NA-208,Khairpur-I
Qudratullah,Pakistan Rah-e-Haq Party,891,NA-208,Khairpur-I
Syed Asad Abbas Zaidi,Pak Sarzameen Party,169,NA-208,Khairpur-I
Syed Ghous Ali Shah,Grand Democratic Alliance,57477,NA-208,Khairpur-I
Syed Nawaz Ali Shah Alies Farukh,Independent,72,NA-208,Khairpur-I
Syed Pervez Ali Shah Jeelani,Independent,110,NA-208,Khairpur-I
Syed Qaim Ali Shah,Independent,832,NA-208,Khairpur-I
Veero Mal,Independent,144,NA-208,Khairpur-I
Abdul Haq,Muttahida Majlis-e-Amal Pakistan,1087,NA-209,Khairpur-II
Ghulam Ali,Independent,741,NA-209,Khairpur-II
Ghulam Mustafah,Sindh United Party,464,NA-209,Khairpur-II
Ismail Shah,Independent,1171,NA-209,Khairpur-II
Munwar Ali Wassan,Independent,182,NA-209,Khairpur-II
Pir Sadruddin Shah,Grand Democratic Alliance,76046,NA-209,Khairpur-II
Pir Syed Fazal Ali Shah Jillani,Pakistan Peoples Party Parliamentarians,95921,NA-209,Khairpur-II
Syed Ameer Umar Jeelani,Tehreek-e-Labbaik Pakistan,1902,NA-209,Khairpur-II
Himat Ali Budh,Independent,468,NA-210,Khairpur-III
Inayatullah Shaikh,Independent,252,NA-210,Khairpur-III
Javed Sikandar,Independent,1129,NA-210,Khairpur-III
Lal Bux Sial,Independent,2102,NA-210,Khairpur-III
Mahreen Razzaq Bhutto,Independent,480,NA-210,Khairpur-III
Muhammad Ramzan,Muttahida Majlis-e-Amal Pakistan,2156,NA-210,Khairpur-III
Mukhtiar Hussain Narejo,Pakistan Rah-e-Haq Party,1811,NA-210,Khairpur-III
Naimatullah Maitlo,Independent,964,NA-210,Khairpur-III
Syed Fahad Ali Shah Jillani,Independent,579,NA-210,Khairpur-III
Syed Javed Ali Shah Jillani,Pakistan Peoples Party Parliamentarians,90718,NA-210,Khairpur-III
Syed Kazim Ali Shah,Grand Democratic Alliance,78525,NA-210,Khairpur-III
Syed Muharram Ali Shah,Independent,3257,NA-210,Khairpur-III
Ghazala Hussain,Pakistan Tehreek-e-Insaf,1250,NA-211,Naushahro Feroze-I
Sayed Hassan Ali Shah,Independent,122,NA-211,Naushahro Feroze-I
Khalid Masood Channa,Independent,47,NA-211,Naushahro Feroze-I
Syed Kaleemullah,Pak Sarzameen Party,155,NA-211,Naushahro Feroze-I
Allalahando Shah Alias Zafar Ali Shah,Grand Democratic Alliance,80485,NA-211,Naushahro Feroze-I
Qamar ul Zaman,Pakistan Muslim League (N),6268,NA-211,Naushahro Feroze-I
Ameer Bux Rajper,Independent,82,NA-211,Naushahro Feroze-I
Maqsood Ali Khushlk,Independent,903,NA-211,Naushahro Feroze-I
Shahid Ikram,Independent,190,NA-211,Naushahro Feroze-I
Syed Abrar Ali Shah,Pakistan Peoples Party Parliamentarians,110914,NA-211,Naushahro Feroze-I
Imdad Ali Channa,Independent,1236,NA-211,Naushahro Feroze-I
Mumtaz Ali Chandio,Independent,344,NA-211,Naushahro Feroze-I
ABDUL GHAFFAR URF GHULAM MURTAZA,Independent,195,NA-211,Naushahro Feroze-I
Qudsia Qazi,Independent,74,NA-211,Naushahro Feroze-I
Mir Muhammad Rajput,Muttahida Qaumi Movement Pakistan,355,NA-211,Naushahro Feroze-I
Syed Zohaib Ali Shah,Independent,75,NA-211,Naushahro Feroze-I
Abdul Sattar Rajper,Independent,620,NA-211,Naushahro Feroze-I
Shoukat Ali Arain,Independent,203,NA-211,Naushahro Feroze-I
Mehmooda Begum,Muttahida Majlis-e-Amal Pakistan,744,NA-211,Naushahro Feroze-I
Muhammad Ramzan,Pakistan Falah Party,87,NA-211,Naushahro Feroze-I
Asghar Ali Shah,Independent,459,NA-211,Naushahro Feroze-I
Syed Safdar Ali Shah,Tehreek-e-Labbaik Pakistan,2002,NA-211,Naushahro Feroze-I
Abdul Haq Dost Muhammad,Independent,7850,NA-212,Naushahro Feroze-II
Abdul Rehman,Muttahida Majlis-e-Amal Pakistan,3332,NA-212,Naushahro Feroze-II
Arif Mustafa Jatoi,Independent,196,NA-212,Naushahro Feroze-II
Aziz Ahmed Behan,Independent,889,NA-212,Naushahro Feroze-II
Ghulam Murtaza Khan Jatoi,Grand Democratic Alliance,84361,NA-212,Naushahro Feroze-II
Gul Muhammad Channa,Independent,1282,NA-212,Naushahro Feroze-II
Haji Khan Mashori,Independent,271,NA-212,Naushahro Feroze-II
Imdad Ali,Independent,118,NA-212,Naushahro Feroze-II
Khalid Akhtar Jatoi,Independent,380,NA-212,Naushahro Feroze-II
Mumtaz Ali,Independent,598,NA-212,Naushahro Feroze-II
Mumtaz Ali Chandio,Independent,548,NA-212,Naushahro Feroze-II
Razi Ali Khan Jatoi,Independent,385,NA-212,Naushahro Feroze-II
Syed Kazim Ali Shah,Pakistan Tehreek-e-Insaf,3615,NA-212,Naushahro Feroze-II
Zulfiqar Ali Behan,Pakistan Peoples Party Parliamentarians,90266,NA-212,Naushahro Feroze-II
Sardar Abdul Hameed Khoso,Independent,2553,NA-213,Shaheed Benazirabad-I
Qadir Bux Magsi,Independent,1516,NA-213,Shaheed Benazirabad-I
Muhammad Abdul Rauf Siddiqui,Muttahida Qaumi Movement Pakistan,3871,NA-213,Shaheed Benazirabad-I
